chunk_id,source_book,page,text_preview,current_semantic_tags,current_risk_levels,annotated_contraindications,annotated_risk_level,annotator_notes
ku_pdfbook_0ca8690e,学会告别：为临终做最好的安排.pdf,85-85,"生倾听患者。家属,了解他们的治疗愿望。然后帮助他
们设计最能够满足他们愿望的方案。
父亲的医生更像是 ""咨询型""  医生。以我的了解,这也是
现在最常见的一种医生。他们提出解夹具体问题的方法,手术 ,
学会告别:  为临终做最好的安排
ICU
插管。抗生素。输血家属自己选择 ,
即便他们心里觉得
你做了糟糕的选择,也不会告诉你,或者问问你为什么做这样的
选择。没有一个医生说不治疗
不采取措施也是一种选择。没有
人说也许这是更好的选择。
我们的医生和患者 .
家属没有形成治疗同盟很多医务人员
都还没有这样的意识和概念。我们的医疗急需改进医生一崽者
医生一患者家属的关系
提高医疗过程中的人文关怀。","家属沟通, 医疗决策",,,,
ku_pdfbook_4f87e0e6,学会告别：为临终做最好的安排.pdf,88-90,"表现。在医学院和医院加
强死亡教育非常重要,也很急迫。如果说在生命末期,延续生命
的治疗是折磨 ,
""野蛮""
那么,这种做法就不符合人道主义精神,
有违 ""希波克拉底誓言""  中的 ""不伤害'
原则。
第二部分
理解死亡与生命
死亡的定义: 心跳停止?  呼吸停止?  全脑死亡?
植物人的死亡与个体的死亡权
人不是普通生物,不能只考虑肉体存活的维度。而忽略活着的价值和意义
从孔子。庄子。苏格拉底到海德格尔
认识不同的死亡观
不要把要实现的目标推迟到老年
不要想着将来;将来可能不会来
对死亡祛魅,消除死亡恐惧。死亡焦虑
打破
沉默的共谋"" ,消除 ""病耻感""
让患者获得对死亡的 ""控制感""
预防","死亡焦虑, 生命意义, 抑郁情绪, 自杀意念",high,,,
ku_pdfbook_c6ed872e,学会告别：为临终做最好的安排.pdf,93-93,"?  他们还活着吗?  该继续采取医疗措
施维持他们的生命吗?  解除医疗措施算是 ""杀人""
不人道吗?
这些问题给无数家庭带来了严峻的道德挑战。
鉴于这种情况。近年来,科学和伦理学界有些人士呼吁用脑
070 |学会告别:  为临终做最好的安排
皮层标准代替全脑定义。根据这一拟议的标准。符合持续植物人
标准的永久昏迷者将被宣布死亡。
一些国家一包括美国。英国的法律还没有采纳脑皮层死亡
标准。但允许医疗决策代言人选择放弃临终医疗救治。包括拒绝
和停用呼吸机
饲喂管。人工心肺复苏等医疗救治措施。
在发达国家,
这个改娈是很多人努力争取的结果。美国是现
代医疗最早,最深介人临终管理的国家。也是争取死","医疗决策, 预立医疗计划, 家属沟通",,,,
ku_pdfbook_4540a3c8,学会告别：为临终做最好的安排.pdf,95-95,"定的第一个生命
终结案。
像昆兰一样
克鲁赞的遭遇对她个人和家庭来说都很悲惨。
1983年1月11日晚上。南希 。克鲁赞在开车过程中失去了对汽
车的控制
车翻下了道路。医护人员赶到时
克鲁赞已经没有呼
072 |学会告别:  为临终做最好的安排
吸或心脏功能。急救人员在事故现场恢复了她的呼吸和心跳。但
之前她巳经缺氧12到14分钟。通常缺氧6分钟就会造成永久性
脑损伤。克鲁赞进人了持续植物状态。表现出运动反射
但没有
表现出认知功能的迹象。也没有再次恢复认知功能的可能。她的
父母要求医生终止人工营养和补水措施,因为他们认为它们让女
儿不死不活
处于一位医生所说的 ""活地狱
地方法院驳回了克鲁赞","医疗决策, 家属沟通, 死亡焦虑, 未竟事务, 预后不确定",,,,
ku_pdfbook_c80aa15b,学会告别：为临终做最好的安排.pdf,101-101,"这表明孔子不关心人死之后是否有灵魂,是否会以
灵魂。鬼魂的方式存在。或者根本就表明孔子认为人死之后没有
灵魂 ,世上没有鬼魂存在。儒家不考虑人到哪里去的问题一
~同时,
儒家也不考虑人从哪里来的问题。
学会告别:  为临终做最好的安排
在儒家的观念下人只有这一生,
""人死如灯灭""
在这样
的观念下 
死亡是一件恐怖和令人绝望的事情。拼命活着就是可
以理解的了。
在人们对疾病
死亡无可奈何的古代,在医学不发达的前现
代时期
不讨论死亡是可以理解的。危害性世不人。既然只能被
动承受死亡。还不如不讨论呢。但是。放在需要对临终
死亡方
式做出选择的今天。不同的选择导致临终
死亡质量悬殊。不讨
论死亡和","未竟事务, 生命意义, 告别与分离, 家属沟通, 医疗决策",,,,
ku_pdfbook_79024997,学会告别：为临终做最好的安排.pdf,115-115,"亡当前。我也根本就不需要救治。更不需要人住贵宾病房。那
时候。我女儿早巳成年
父母已经不在了。在完成了人生的责任
之后
我完全有
'资格"" 死了。
我把我的思考和决定告诉保险规划师
她非常吃惊
进而表
学会告别:  为临终做最好的安排
示了理解。
如果我们认可死亡对于生活的必要性。我们就不必把死亡视
为敌人。改娈对死亡的敌视。接受死亡以后 ,我们可以更加积极
地生活
临终的时候无需拽住生命不放
而可以安然地逝去。
实际上,当病痛折磨我们。生活无聊。无意义的时候。我们
甚至会欢迎死亡。英国安宁疗护专家凯瑟琳 .曼尼克斯医生在长
达半个世纪的职业生涯中陪伴了数以千计的人走向死亡,在她看
来
""死亡","存在性痛苦, 生命意义, 告别与分离, 死亡焦虑",,,,
ku_pdfbook_074be8d4,学会告别：为临终做最好的安排.pdf,123-123,"着她。我和亚仁-左-右
坐在她的床头。握着她的手,看书。聊天,不时叫叫她
抱抱她 ,
抚摸她
亲亲她。说爱她,转告姐弟及亲友的问候与赞美。我们
世时不时询问她可否喂她点儿水。偶尔她愿意抿-小口。大多数
1学会告别:  为临终做最好的安排
时候
她摇头拒绝。
周五上午。老人的血压,心跳都还正常。看起来她仍然有活
下来的机会,但她仍然拒绝进食
饮水。至此。她巳经5S天不曾
进食了,从周二早上停止输液以来,已经两天没有补充足够的水。
身体缺水的情况越来越严重。意识越来越迷糊。护士长注意到她
在用腹部呼吸。这是很费力气的呼吸方式。她询问亚仁是否同意
给老人口服吗啡。
吗啡有助于呼吸顺畅
轻松,但可能会","呼吸困难, 家属沟通, 医疗决策",,,,
ku_pdfbook_a8e73e23,学会告别：为临终做最好的安排.pdf,125-125,"妈走了。
我晚了10分钟。没赶上送别老人。
婆母走得非常安详。她实现了她的愿望。走得得体。她的死
是自然死亡和少许医药的结合
富有精神和情感性。非常美好。
我对亚仁说
如果以这种方式死。死亡并不可怕。
|学会告别:  为临终做最好的安排
八
死亡禁忌。焦虑与恐惧
某次我回国,正好遇上友人阿琳的婆母去世。操办完丧事后 ,
阿琳来电话说想约我到她家吃饭。或者来我家聊天。她说得吞吞
吐吐。犹犹豫豫。家里才死了人。无论是我到她家去。还是她到
我家来
她都担心对我不好
甚至连提出这样的邀约。她都觉得
不好意思
过分。
老人去世之前并不住在她家。甚至没住在我们这个城市。在
医院去世之后 ,遗体直接送到了殡","死亡焦虑, 文化敏感性, 哀伤与丧失",,,,
ku_pdfbook_503b1cba,学会告别：为临终做最好的安排.pdf,126-126,"友人的观念。类似的观念在传统文化中源远流
长。我没有这样的观念,或者说,我早已克服和放弃了这样的观念。
我表示不介意去她家看望她 。也欢迎她来我家
我的态度解除了她的担忧。最后,她决定来我家。她认为这
第二部分
理解死亡与生命
比我去她家给我带来的晦气程度要小一些。
在科学昌明的今天,
在现代化的大都市里。死亡仍然被很多
人视为不吉利
晦气的事情,是一大禁忌,深刻而隐秘地挟制着
人们的心灵。
人们不谈论死亡。童言无忌的小孩子说到死字。问到死。大
人忙不迭地制止 ,
""呸呸呸。鸟鸦嘴,别说这么不吉利的事情'
在一天当中的某些肘候一一如早晨。夜间
一年当中的某些日
子一如节假日,以及某些特定的场合","死亡焦虑, 文化敏感性, 家属沟通",,,,
ku_pdfbook_7861575b,学会告别：为临终做最好的安排.pdf,127-127,"亡恐惧提醒人们生命的脆弱 
为了保命。人们会注意安全
避免危险。并采取包括医疗在内的
各种措施保住健康和生命。另外,受这种驱使的人有更强的生育
冲动并按照社会接受的标准抚养他们。因此有助于物种的延续和
1学会告别:  为临终做最好的安排
社会化。
死亡焦虑
死亡恐惧也可能成为一种破坏性力量。甚至可能
导致身体和精神问题。存在主义心理咨询大师欧文
亚隆认为,
所有心理障碍最终都可以溯源到死亡怼惧
死亡焦虑。
思考死亡。讨论死亡
尤其是讨论绝症 
临终医疗需要
获得一个符合自己意愿的死亡。需要克服死亡恐惧和死亡焦虑 ,
越早越好 !
消除死亡恐惧和死亡焦虑。需要分析到底在恐惧
焦虑什么。
正如克尔","死亡焦虑, 告别与分离",,,,
ku_pdfbook_13f66de2,学会告别：为临终做最好的安排.pdf,128-128,"近半年来,他却痛苦。焦虑得不行。他
担心自己患了莫名的绝症 ,
感觉死亡随时可能降临。
他去了不同的医院看不同的专家
从各种单项检查到全身体
检反复做了几次。体检结果正常,没有发现任何疾病的蛛丝马迹。
第二部分
理解死亡与生命|105
他不仅没有放下恐惧
反而更加惶恐了。他觉得自己得的病连最
好的医院的著名专家都诊断不出来。连最高级的仪器都检查不出
来。
可见严重。死之将至。
坐在我面前的他因为长时间的紧张。焦虑。失眼显得非常
萎靡。憔悴。
他的父亲去世时 ,与他现在的年龄差不多。那时候,他还年幼
不知道是怎么回事。没人和他解释父亲怎么了
去了哪里。他也
不敢问母亲。看到母亲和周围的大人表情严","死亡焦虑, 未竟事务, 存在性痛苦, 生命意义, 抑郁情绪",,,,
ku_pdfbook_6b1ffca9,学会告别：为临终做最好的安排.pdf,130-130,"呢?
他淮备从现在开始多陪孩子 ,
把他对他们的期待
教导。以
及未来他们人生重要的时刻想对他们说的话写下来。录下来。把
想赠送他们的礼物准备好。
他不担心死后身体会发生什么情况以及灵魂去向的问题。但
第二部分
理解死亡与生命 |
他非常担心临终时过度治疗。他知道妻子很爱他。依恋他。怕她
为了留住他的命。不惜一切代价治疗他。针对他的这个担心。我
向他们夫妻介绍了 :生前预嘱
并答应分享 `生前预嘱""文本(见
本书附录)给他们。这个观念和做法让他感到一些振奋。准备回
家就讨论临终医疗偏好。
交谈过程中。妻子一直握着朝旭的手。她也是第一次了解到
丈夫心里的这些担忧。明白他到底在焦虑
恐惧些什么之后","死亡焦虑, 未竟事务, 家属沟通, 医疗决策, 预立医疗计划",,,,
ku_pdfbook_85702f1a,学会告别：为临终做最好的安排.pdf,131-131,"
脸上泛起了久
违的微笑。他的妻子也舒了-口气。感觉他们家的天终于要晴了。
其实。我们都可以早一点打破死亡禁忌,早一点和家人讨论
死亡焦虑
恐惧
我的家乡有一句俗话说
'放出的鬼不咬人
打破死亡禁忌,
学会告别:  为临终做最好的安排
只需要勇敢地把这件事说出来。死亡不会因为我们说了这个词 .
谈论这个现象,就加速发生,正如它也不会因为我们回避它。不
谈它,它就不发生
或者推迟发生。
相反,当我们开始使用这个词语。开始讨论这个问题。我们
就可以一步步为死亡做准备一一无论是自己的死亡,还是亲人的
死亡。
当我们对死亡祛魅,死亡也就失去了对我们情绪和心灵的控
制。恢复它正常
本有的样子。
有时候,","死亡焦虑, 家属沟通, 告别与分离",,,,
ku_pdfbook_6a643eb0,学会告别：为临终做最好的安排.pdf,132-132,"术。她不理解自己为什么会得上癌症。她没有坏习惯 ,
也没有做过什么恶事。她显然觉得命运(或者老天 )对自己不公平,
说话间,她爆发出剧烈的啜泣。
我一手握着她的手, -手攀着她的肩,温柔地看着她哭。不
第二部分
理解死亡与生命 |109
时给她递纸巾。
精神病学者
当代死亡研究先驱伊丽莎白 。库伯勒 。罗斯在
她的名著《论死亡与濒临死亡》中谈到 ,
得到诊断结果后。绝症
患者会经历五个情绪阶段:
(1 )否认期一
~患者得知疾病到达晚
期的诊断后的最初反应。感到难以置信。不愿意相信诊断结果;
(2〉愤怒期--患者情绪愤怒。发出 ""为什么我会得这种病""  的
自我质问。并可能表现出暴躁的言行;
","死亡焦虑, 抑郁情绪, 灵性需求, 家属沟通",,,,
ku_pdfbook_3cc979d4,学会告别：为临终做最好的安排.pdf,133-133,"德言行。都属
于内归因,认为疾病是对自己 ""恶行""甚至 ""恶念""的惩罚 ,或者说,
担心周围人这样归因
的确有很多人背后这样解释别人得病的
原因。
在绝症患者和亲属中。这样的归因方式和担心具有相当的普
110 |学会告别:  为临终做最好的安排
遍性。没有科学依据 _
反而加深了自责和痛苦。有些人因为害怕
被人这样议论,倾向于隐藏病情。雪芹就是这样。她不仅没有把
患癌 ,做手术的消息告诉朋友,也没有告诉领导和同事。为了保密,
住院。手术利用的是公休假时间。
她还远远没有到""接受""状态。她的情绪相当抑郁 ,充满了迷茫,
有很深的绝望感。
我没有急着安慰她。也没有试图劝止她哭。无所顾忌地哭一
哭。","死亡焦虑, 预后不确定, 抑郁情绪, 文化敏感性, 家属沟通",,,,
ku_pdfbook_d812f0a0,学会告别：为临终做最好的安排.pdf,134-134,"伤 ,绝望哭泣。而不崩溃
也就是说,
要接住对方的情绪。还要给对方心理支持 
的确是很大的挑战。
我仍然是等她哭了一会儿,然后问她接下来的打算。
她的态度很积极:定期回访,该吃药吃药,严格遵守医嘱 ,
第二部分
理解死亡与生命 |111
继续保持生活热情
坚持良好的生活方式。这太好了!我拥抱
了她。
丈夫。儿子和父母情绪怎么样? 为你感到担忧吗?
她感觉到了他们的担忧。
你们讨论各自的担忧吗?
她说基本不会。
为什么呢?
好像不知道如何开口。
雪芹家的这种情况很普遍:  大家都有担忧。彼此都知道对方
在担忧。却都不知道如何打破沉默。
雪芹的家人心里都挂着一个大大的问号:  她还有多久的生命?
","死亡焦虑, 家属沟通, 存在性痛苦, 癌症末期",,,,
ku_pdfbook_d05e3928,学会告别：为临终做最好的安排.pdf,135-135,"来。也把
对丈夫和儿子的希望说出来
让他们知道如何更好地支持她。
一旦她开始放松情绪。可以坦然讨论她的病和死亡恐惧。家
里人都松了_口气。
很多人都以为和绝症 ,临终患者讨论死亡会令患者伤心 ,恐惧,
112 |学会告别:  为临终做最好的安排
导致心理崩溃 ,
加速死亡。这是一个亟需破除的迷思。
嫣然是一位好学多思而富有文采的女性。她和丈夫有一对可
爱的儿女。她热爱她的教师工作。有很多志同道合的朋友。中年
的她患上了胃癌。她最好的朋友小方和我讨论。作为朋友,
如何
更好地陪伴嫣然。通过小方的介绍 ,嫣然和我也建立了联系
肘
不时和我交谈一下。
面对癌症,嫣然表现得无畏`乐观一一虽然她的一些朋","死亡焦虑, 家属沟通, 医疗决策",,,,
ku_pdfbook_e237a88f,学会告别：为临终做最好的安排.pdf,136-136,"
多么熟悉的思考方式。
如果她不了解情况
她的决策就是盲目的。如果她坚持手术,
术中发生医生担心的情况怎么办?
她丈夫决定等等再说。
作为最好的朋友,小方可以告诉她吗?  小方觉得自己没有这
个勇气。
第二部分
理解死亡与生命 |113
几天后 
嫣然吐「近1升的鲜血。她丈夫留言给我,希望我
和她聊聊
虽然插着鼻胆管。不便说话,嫣然还是和我进行了文
字交谈。
她完全清楚自己的情况。
她腹大如球。非常难受。只想快快死去。
到了生命的最后,很多人难免会想到死亡。或者就是感觉到
死亡。
加州大学的研究者发现。正在走问死亡的患者事实上需要有
人与之讨论死亡
尤其需要亲人和医疗人员向他们征求他们自己
想","死亡焦虑, 告别与分离, 家属沟通, 医疗决策, 预立医疗计划",,,,
ku_pdfbook_a246ddbd,学会告别：为临终做最好的安排.pdf,137-137,"么办,通过共同的朋友茂利找到我。
母女俩谁也没有挑破绝症,死亡迫近的事实。病情严重。时
不我待。英国国家医疗服务体系 ( NHS
为没有经济能力的妈妈
提供免费治疗。很自然,俞娟希望妈妈赶紧就地治疗。
114 |学会告别:  为临终做最好的安排
可妈妈想回到家乡。
如何决策?
俞娟在线咨询了国内肿瘤专家。专家断言妈妈最多只有半年
左右的生命了。该和妈妈挑破这个事实吗?
如果不挑破,怎么能有效讨论行动方案呢?
绝症。死亡不是不可以讨论。关键是如何讨论。家人往往以
为说出事实会导致患者绝望。恐惧
而知情的患者往往也担心家
人受不了
彼此都在等待对方挑破。
俞娟35岁,有两个孩子。她在家里是主心骨 ","死亡焦虑, 预后不确定, 告别与分离, 家属沟通, 医疗决策",,,,
ku_pdfbook_72767984,学会告别：为临终做最好的安排.pdf,138-138,"妈妈的优先考虑。在生命的最后阶段。她最
想要的是亲人的陪伴。
是啊。如果她这时候不回来
留在英国治疗
最后只能客死
异乡。疫情之下 ,包括俞娟在内 ,没有一个亲人有条件去英国陪伴 ,
她会死得很孤独。
第二部分
理解死亡与生命|115
俞娟最终选择尊重妈妈的决定。她做好了各项应急准备。也
在心理上接受了哪怕不测的后果。在她的支持下。妈妈踏上了归
途。还在妈妈隔离期间,俞娟就为她约好了医生,隔离结束次日,
妈妈就住进了医院。妈妈实在已经病人膏肓。没有能够扭转病情
的积极治疗方法。母女俩接受现实。放弃积极治疗,采取了临终
关怀。
在生命的最后几个月
妈妈得到女儿,丈夫和亲友很多的陪
伴。她不以治病","家属沟通, 医疗决策, 告别与分离, 死亡焦虑, 生命意义",,,,
ku_pdfbook_aeeec089,学会告别：为临终做最好的安排.pdf,139-140,"多的平静 ,较少甚至没有恐惧 `害怕,
也就无须禁忌,它就不至于挟制我们的心灵和行为。
在婆母生病之前,
我们邀请了一对夫妻友人在两周后的周五
晚上到家里吃饭。其后婆母突然生病。去世
她火化的当天正是
116 |学会告别:  为临终做最好的安排
之前约定朋友到我们家吃饭的日子。我和亚仁完全没有死亡禁忌
也没有死亡不吉利
晦气的观念。心情保持着平静。安稳。我们
觉得有能力很好地招待客人。决定如期举办晚宴。
死亡晦气。不吉利,死者家属带有阴气的说法不是客观事实,
而是主观看法 _
心理现实
所谓
'信则有。不信则无""
可以制
约和威吓采信者,我们没有这此观念。也就感受不到影响和制约。
第二部分
理","死亡焦虑, 家属沟通, 儿童安宁",,,,
ku_pdfbook_9457717a,学会告别：为临终做最好的安排.pdf,141-141,"儿童从
环境中习得了死亡恐惧。
我们社会总体而言对死亡是忌讳和否认的,很多家长自己也
没有认真思考和想清楚死亡问题。孩子问起来的时候。往往沿袭
小时候父母和其他成人回应他们的方式,要么回避。敷衍。要么
118 |学会告别:  为临终做最好的安排
编造故事 ""哄骗""  孩子;
而当亲人临终。离世的时候。很多家长
骗孩子说,
""到远方出差去了""
去很美的地方享福了
可以理解,父母这样回答是出于保护孩子免于死亡恐惧的考
虑。
但客观上并不能真正帮到孩孑。还白自浪费了对孩子进行生
死教育的大好机会。
童年时期死亡。鬼魂是我的梦魇和恐惧。长期统治着我的
心灵。作为主要养育者的母亲没有给我有效的帮助。做了","死亡焦虑, 家属沟通, 文化敏感性",,,,
ku_pdfbook_528d6584,学会告别：为临终做最好的安排.pdf,142-142,"亡的意
识。知道人有死这回事。这代表心智的成长,值得高兴;  另一方面,
也表明她有了对死亡的忧惧。因此不免心疼。
~般来说。我不主张家长刻意提起死亡问题
宁愿等着孩子
发问。我知道这一天早晚会来的。
第二部分
理解死亡与生命
我如实地说:
会的。
她显得讶异。紧张。
但是'
我说
""大多数父母都会活到把孩子养大到能够
独立生活的年龄。我相信老天爷会让我把你养大之后才死。
我告诉她不用担心,因为我年轻。身体倍儿棒 (秀肌肉 )
生活习惯好..
""我希望陪你久一点。等你成了老太婆我才
死 !
-这时
她轻松地笑了。
后来(也许是另一次谈到死亡 )我说。如果万一你还没有长
大我就必须死呢我会安排好","死亡焦虑, 生命意义, 家属沟通",,,,
ku_pdfbook_f0cf5f19,学会告别：为临终做最好的安排.pdf,145-145,"碍
只是那时候的父母没有这个意识和概念,现在的师
长知道关心孩子的心理健康。
小峻是初二学生。父亲病故后
他变得非常落寞,郁郁寡欢。
上课心不在焉 ,有肘候上着课 ,他会突然离开教室 ,在校园里闲逛,
学会告别:  为临终做最好的安排
有几次还走到了教学楼顶,
老师和妈妈担心他抑郁
自杀。经一
位咨询过我的老师介绍,小峻在妈妈陪同下来到我家交谈。
父亲去世,他自然感到痛苦。也有对母亲和自身死亡的担忧。
更深层的困扰。则来自对父亲鬼魂的恐惧。这是他觉得没法对人
说出口的事情。他觉得父亲的鬼魂尾随着他。走路的时候都不敢
往后看。家里的灯光闪烁一下,
风吹得窗帘动一动。他都觉得是
父亲的鬼魂回来了。","哀伤与丧失, 抑郁情绪, 自杀意念, 灵性需求, 儿童安宁",,,,
ku_pdfbook_e6d49a32,学会告别：为临终做最好的安排.pdf,147-147,"
需要与孩子的年龄和心智水平相吻合,以免给孩子造成心理负累。
我们应当关注孩子的情绪,如果孩子情绪低落。感到害怕,
及时予以回应; 了解孩子为什么难受 
为什么害怕,倾听并给予
针对性的回答 
抚慰。
|学会告别:  为临终做最好的安排
当然。最终
最重要的。还是我们要告诉和示范给孩子。亲
人去世以后 ,我们的生活还是要继续。而且。亲人最希望的。就
是活着的人好好地活着。我们好好地活着,就是对死去的亲人最
好的纪念。安慰。
回到日常生活中,我们可以大大方方地谈起跟已故亲人曾经
起度过的美好时光。谈论已故亲人的美好品质,
而不要刻意回
避和已故亲人有关的事情--因为这样做恰恰传递的是对死亡的
恐","家属沟通, 哀伤与丧失, 儿童安宁",,,,
ku_pdfbook_ce3d0596,学会告别：为临终做最好的安排.pdf,148-150,"们就不太可能害怕亡灵作
祟。就不会回避已故亲人的记忆
物品。
更进一步,想到我们死去之后 ,活着的人也会这样谈论我们,
我们还可以以这种方式活在亲人中间,死亡是不是娈得没有那么
恐惧。那么令人绝望呢?
笫三部分
为善终儆准备
我们终将死去,善终可以规划
@了解实现善终的条件
我们要做的不是向患者隐瞒病情,而是改善交谈技巧
临终如何判定?  那是一种怎样的状态?
了解生前预嘱。提前做出自己的临终选择
了解 ""穷尽医疗措施""  的真正含义
或许你可以试着 ""练习死亡""
第三部分
为善终做准备
十
善终与失败的死亡
在我们的文化中
""不得好死'
要算最刻薄的一句诅咒。代
表一个人对另一个人最大的怨愤","死亡焦虑, 生命意义, 预立医疗计划, 医疗决策",,,,
ku_pdfbook_2128be65,学会告别：为临终做最好的安排.pdf,154-154,"有道理的。家人和医疗服务提
供者是临终过程的利益相关者,他们的情绪本来就值得关照 .
也
只有他们处于良好情绪状态,才能为临终者提供高质量的照料。
根据我在美国和法国陪伴临终亲人的经历。美国和法国的医
第三部分
为善终做准备
疗机构都关注到家属的情绪健康。在姐夫戴夫卧病期间,里尔大
学附属医疗中心有专门的人关心姐姐凯瑟琳的情绪。在婆母临终
期间
康养中心的人会安慰我们。
像中国古人的善终定义一样 ,美国官方的善终定义失之抽象 ,
概括。被指 ""关于如何对待死亡以及什么构成痛苦的概念过于简
单化""
也受到医学。心理学。神学。社会学和人类学等多个学
科领域研究者的批评,不断有研究者提出新的定义。
","疼痛管理, 呼吸困难, 恶心呕吐, 疲劳与虚弱, 家属沟通",,,,
ku_pdfbook_ba7eb223,学会告别：为临终做最好的安排.pdf,162-162,"为延长临终对家人而言是折磨。担心给家人带来
情感,经济和腮护负担。
3.依赖各种仪器和医疗措施。
4.折磨,包括身体。情感。认知。精神万面的折磨。
5。拖累别人。很多临终患者担心自己给家人造成负担 ,
第三部分
为善终做准备
希望尺量减少家人的压力,否则会咸到内疚。心里不安。
6。""溺水感""  或者呼吸困难。
7.涉及灵魂的归宿问题。有的宗教信徒担心死后灵魂不
被上帝或者其信念系统规定的死后世界所接纳。这种情况往
往是因为过去有错误。过犯,但没有承担责任。没有给被伤
害的人道歉和补偿所致,如果对过去的言行坦荡,没有负疚,
就不容易有这样的担忧和惧怕。这些忧惧可以通过忏悔。道
歉和弥补予以消解。","死亡焦虑, 未竟事务, 照护负担, 存在性痛苦, 疼痛管理",,,,
ku_pdfbook_6d3b5ae2,学会告别：为临终做最好的安排.pdf,164-164,"惧。
就个人而言 ,我希望至死保持清醒。独立`自主。不希望处
于被动。无助。依赖的状态。
没有人能决定自己的出生,但是,我相倩人们都愿意主宰自
己的临终。死亡。如何可以做到这一点。需要早思考。早打算。
第三部分
为善终做准备
十
告诉她 /他
疾病知情与治疗决策
全世界的死亡研究者有一个共识:  善终的关键是沟通。
然而。当患者身患癌症之类的绝症时
很多医生和家人倾向
于向患者隐瞒病情。医疗决策也自然地从患者手中转移到家属手
中。这就意味着,患者对自己的生死决策失去了掌控。
医生和家属的本意和出发点当然是为了患者好
担心患者知
道真实病情和治愈无望的结局后。恐惧。绝望。从而加剧病情 。
缩短生","医疗决策, 预立医疗计划, 家属沟通",,,,
ku_pdfbook_c90e4d2c,学会告别：为临终做最好的安排.pdf,175-175,"终如何判定?  如何知道一个人进人了临终状态呢?
临终专家总结了死前 1一3个月1一2周
几小时和最后几
分钟这几个时间段常见的征兆。我参照了不同的版本。做了归纳
(见本书附录二)
帮助我们识别临终。
152 |学会告别:  为临终做最好的安排
死前 1一3个月,当事人可能表现出对外部世界失去兴趣。对
平时感兴趣的事情,如读书。看报。看电视
听音乐等丧失热情 ,
变得沉默寡言 ,
退出人际交流。这是分离和告别的开始。
我们借助语言与外部世界联系。不想说话是临终的一个显著
征兆。
人通过食物生存
食物为生命提供能量。死亡之前。停止进
食是正常现象。是临终的又一个显著征兆。芭芭拉 .卡恩斯指出,
","告别与分离, 呼吸困难, 疲劳与虚弱",,,,
ku_pdfbook_2f5a78ca,学会告别：为临终做最好的安排.pdf,179-179,"了
自然死亡法案""
允许患者
依照自己意愿不使用生命支持系统,自然死亡。此后20年间, ""生
前预嘱""
自然死亡法
扩展到几乎全美及加拿大。
签署 ""生前预嘱""  等文件的目的是。应对医疗技术不断提高
|学会告别:  为临终做最好的安排
延长死亡能力的情况下。有可能会面临的各种问题。延长死亡被
普遍认为伴随着痛苦。折磨。让临终者丧失尊严
在需要生命支
持的时候。患者往往无法表达自己的愿望。在这种情况下
如果
由医务人员或其他人
而不是由患者做出生命支持的关键决定,
患者的自主权和隐私权可能会受到侵犯。预立文件允许患者在无
法说话时通过提前提供指示来 ""说话""
这也是赋予知情同意权
的一种方式。","预立医疗计划, 医疗决策",,,,
ku_pdfbook_e11671e9,学会告别：为临终做最好的安排.pdf,180-180,"障碍时,借助鼻饲获得菅养。
4.透析。肾脏停止工作时,透析机帮助患者排除血液中
的毒素。废物。
5.输血或者采用血制品进行治疗。这种儆法是把一裉细
细的软管插入手臂上的静脉,把血液或者血制品输入人体。
笫三部分
为善终做准备
要或者不要哪些医疗服务
是否希望使用维持生命的医疗措
施
与个人的价值观和信念有关。有助于决定医疗偏好的价值观
和信念有:
对我来说,要保持良好生活,以下哪些事项对我特别重要
(勾选)
1.有亲人的陪伴和交流
2。自主决策
3.进行有意义的交流
4.能够活动和行动
5.认识亲友
6.能够进行社交
7.独立生活
8。自行进食
9.自主照料个人卫生 (包括洗浴。穿衣 )
I0","医疗决策, 预立医疗计划",,,,
ku_pdfbook_0be96f44,学会告别：为临终做最好的安排.pdf,189-190,"院的医生朋友。淮备再做
最后一次努力,看看能否采取化疗。我陪她做了检查。专家否决
了化疗的可能:  身体太虚弱,承受不了。
积极对抗治疗的机会没有了,我想到了成都建立最早也最有
名的一家临终关怀机构。
临终和死亡也可 美好
第三部分
为善终做准备|167
我为母亲挂了主任的号。没想到主任一再劝说母亲做癌细胞
摘除手术。母亲仍然谢绝了。她说要做手术早就做了,想做手术
就不来这里了。
主任采纳了我的意见
把母亲收进了临终关怀病房。采取对
症治疗。
母亲在这里住院的体验不好。她和另外两位病友同住一个房
间,其中有一位病友是男性。靠门边的那位老太太处于谵妄状态 ,
夜里呻吟 。梦呓
吼叫
导致母亲无法","死亡焦虑, 照护负担, 告别与分离, 哀伤与丧失, 住院安宁",,,,
